NAME,DP03_0062E,DP03_0119PE,DP03_0009PE,DP05_0001E,DP05_0018E,DP05_0019E,DP05_0077PE,DP05_0003PE
"Stokes County, North Carolina",60039,9.2,4.6,44889,47.6,8367,2.2,50.9
"Surry County, North Carolina",56095,13.3,5.0,71407,43.7,15101,10.1,51.3
"Swain County, North Carolina",55429,14.3,8.3,14065,42.6,3100,2.9,51.7
"Transylvania County, North Carolina",64523,8.7,3.6,33243,51.9,5260,2.6,51.6
"Tyrrell County, North Carolina",43952,12.5,5.1,3376,46.0,560,7.8,47.9
"Union County, North Carolina",99243,5.7,4.2,244975,39.1,63709,6.7,50.3
"Vance County, North Carolina",46943,14.2,6.8,42361,39.9,10188,6.6,53.4
"Wake County, North Carolina",101763,4.9,4.2,1151009,37.2,269263,5.1,51.0
"Warren County, North Carolina",45279,17.0,8.0,18751,48.6,3391,2.9,50.7
"Washington County, North Carolina",41750,18.5,11.2,10905,49.3,2018,2.4,49.9
"Watauga County, North Carolina",51367,7.9,9.0,54607,32.2,6769,3.3,50.1
"Wayne County, North Carolina",58082,12.2,5.4,117606,37.4,27905,7.0,50.3
"Wilkes County, North Carolina",50438,12.4,4.9,65983,45.3,13203,3.6,50.3
"Wilson County, North Carolina",51381,15.5,6.0,78648,40.7,18106,9.1,52.3
"Yadkin County, North Carolina",60321,8.1,5.4,37419,44.3,7754,10.6,50.0
"Yancey County, North Carolina",54961,8.5,6.0,18676,47.9,3444,3.8,50.5
"Adams County, North Dakota",55417,9.4,2.1,2179,50.0,475,4.4,47.9
"Barnes County, North Dakota",70230,6.7,3.1,10794,42.9,2132,1.6,49.5
"Benson County, North Dakota",68049,21.6,1.9,5861,32.4,1982,1.2,48.4
"Billings County, North Dakota",81250,12.4,1.6,948,44.7,167,2.5,46.1
"Bottineau County, North Dakota",83460,4.0,1.6,6390,43.8,1424,1.8,48.1
"Bowman County, North Dakota",83773,8.3,3.5,2935,42.7,715,3.8,49.3
"Burke County, North Dakota",96339,0.7,4.4,2163,41.1,571,0.5,47.0
"Burleigh County, North Dakota",84948,5.1,3.1,98986,38.0,23253,1.7,49.9
"Cass County, North Dakota",75023,5.0,3.0,189286,32.9,42366,2.2,49.3
"Cavalier County, North Dakota",67064,5.2,1.1,3663,47.1,849,2.2,47.9
"Dickey County, North Dakota",63125,7.3,2.9,4959,38.6,1181,2.6,49.0
"Divide County, North Dakota",89297,6.4,3.0,2174,47.3,495,3.8,48.3
"Dunn County, North Dakota",94688,3.6,2.6,4043,40.8,1030,3.1,45.2
"Eddy County, North Dakota",55389,9.4,2.1,2319,48.7,464,2.4,47.9
"Emmons County, North Dakota",67368,4.7,1.9,3269,51.5,610,0.2,50.0
"Foster County, North Dakota",83412,5.4,0.1,3372,43.3,737,0.1,48.8
"Golden Valley County, North Dakota",76528,12.4,4.6,1679,45.7,370,0.5,49.9
"Grand Forks County, North Dakota",68450,7.3,2.7,72764,30.6,15456,3.2,48.5
"Grant County, North Dakota",56750,10.6,3.7,2276,48.8,504,0.8,50.5
"Griggs County, North Dakota",64737,7.9,1.5,2340,50.6,538,0.5,48.8
"Hettinger County, North Dakota",70827,5.4,6.1,2453,42.6,464,0.1,51.4
"Kidder County, North Dakota",61850,7.0,1.5,2374,47.8,565,2.4,43.4
"LaMoure County, North Dakota",70263,5.2,1.6,4107,46.7,958,1.2,48.3
"Logan County, North Dakota",61339,7.6,1.1,1848,49.9,375,2.7,48.4
"McHenry County, North Dakota",80614,5.9,4.7,5264,43.4,1253,1.7,48.3
"McIntosh County, North Dakota",64236,14.6,1.0,2512,53.8,461,2.7,49.9
"McKenzie County, North Dakota",88289,10.2,1.5,14280,31.2,4461,6.4,46.1
"McLean County, North Dakota",81847,5.0,1.6,9807,47.4,2108,1.7,48.4
"Mercer County, North Dakota",79405,7.5,1.9,8341,42.8,1935,0.7,49.3
"Morton County, North Dakota",79483,2.9,1.4,33479,37.7,7913,0.6,49.7
"Mountrail County, North Dakota",81292,10.7,2.9,9567,35.1,2731,4.2,48.0
"Nelson County, North Dakota",68051,5.6,1.2,3015,50.4,619,2.1,50.0
"Oliver County, North Dakota",76953,4.1,0.9,1821,46.1,476,1.8,45.7
"Pembina County, North Dakota",66884,6.2,4.0,6787,45.5,1454,3.2,46.1
"Pierce County, North Dakota",63214,4.8,1.4,3961,44.3,852,1.0,50.4
"Ramsey County, North Dakota",61319,11.7,1.9,11563,40.2,2701,2.1,50.0
"Ransom County, North Dakota",74521,7.5,2.1,5662,41.1,1282,0.6,48.0
"Renville County, North Dakota",76311,5.3,0.9,2277,42.5,517,0.8,49.0
"Richland County, North Dakota",72524,5.9,1.8,16550,38.0,3623,2.2,48.9
"Rolette County, North Dakota",57355,19.0,5.7,12065,32.1,3951,1.1,50.5
"Sargent County, North Dakota",77697,4.5,1.1,3822,44.1,781,2.0,45.3
"Sheridan County, North Dakota",67361,8.7,1.1,1327,50.8,223,0.2,50.9
"Sioux County, North Dakota",41676,35.0,21.5,3789,28.7,1311,0.9,50.1
"Slope County, North Dakota",62500,9.7,5.4,795,54.2,141,0.1,45.7
"Stark County, North Dakota",80744,5.6,3.1,33116,34.5,9177,4.4,47.5
"Steele County, North Dakota",80313,13.5,3.5,1731,46.4,364,1.0,48.6
"Stutsman County, North Dakota",60172,7.2,3.6,21525,40.6,4523,1.2,48.9
"Towner County, North Dakota",63017,7.2,1.4,2113,50.3,528,3.5,49.3
"Traill County, North Dakota",88289,3.7,2.2,7980,40.7,1777,2.6,48.3
"Walsh County, North Dakota",69976,6.2,2.1,10488,43.8,2463,10.7,49.4
"Ward County, North Dakota",79273,4.5,3.4,69232,33.3,16748,3.8,47.8
"Wells County, North Dakota",61346,6.7,1.6,3942,47.9,923,1.0,51.5
"Williams County, North Dakota",90224,5.7,2.5,39368,32.3,11815,6.6,47.0
"Adams County, Ohio",49521,14.8,6.5,27510,42.3,6601,0.6,50.3
"Allen County, Ohio",62001,9.8,5.9,101685,39.7,23993,2.3,50.0
"Ashland County, Ohio",64991,7.5,3.7,52296,41.4,11809,0.9,50.2
"Ashtabula County, Ohio",55507,13.7,6.9,97343,42.7,21359,1.4,48.8
"Athens County, Ohio",53837,7.7,5.8,61573,32.8,9160,0.7,50.0
"Auglaize County, Ohio",76454,5.5,2.5,46209,40.6,11013,1.1,50.0
"Belmont County, Ohio",58411,9.7,5.7,65982,44.1,12421,0.6,48.2
"Brown County, Ohio",69990,11.8,4.3,43710,42.1,10012,0.5,50.0
"Butler County, Ohio",81194,7.6,4.8,389910,37.1,91862,3.1,50.6
"Carroll County, Ohio",64675,9.5,3.9,26731,45.5,5501,0.5,49.1
"Champaign County, Ohio",74239,6.0,5.2,38772,41.6,8611,1.1,50.2
"Clark County, Ohio",60846,11.3,6.5,135445,41.2,30623,2.6,50.9
"Clermont County, Ohio",83178,5.9,4.1,209862,40.8,47030,1.0,50.4
"Clinton County, Ohio",68125,11.3,4.7,42014,41.0,9615,0.9,50.4
"Columbiana County, Ohio",58474,10.8,4.8,101203,44.7,20509,1.1,49.3
"Coshocton County, Ohio",54687,13.3,5.3,36679,41.0,8860,0.1,50.3
"Crawford County, Ohio",55477,9.5,5.6,41767,43.3,9168,1.1,50.7
"Cuyahoga County, Ohio",62823,11.5,6.9,1249418,40.5,257627,1.3,52.0
"Darke County, Ohio",64654,8.3,2.7,51655,42.0,12263,0.7,50.0
"Defiance County, Ohio",73615,5.4,4.0,38258,40.8,8689,8.7,49.8
"Delaware County, Ohio",130088,3.4,3.0,221160,39.9,55874,1.2,50.0
"Erie County, Ohio",68431,8.7,6.1,74938,45.2,14981,2.4,51.0
"Fairfield County, Ohio",87069,5.2,3.6,161289,39.5,38598,1.0,50.0
"Fayette County, Ohio",60047,10.7,4.3,28880,40.8,6843,1.2,50.6
"Franklin County, Ohio",73795,10.5,4.5,1321635,34.7,308924,3.4,50.9
"Fulton County, Ohio",72866,6.6,3.6,42434,41.6,9849,7.1,49.9
"Gallia County, Ohio",56455,11.6,3.6,29162,41.3,6895,0.8,50.7
"Geauga County, Ohio",100783,3.9,3.0,95479,45.0,21413,0.8,50.0
"Greene County, Ohio",85218,6.2,4.0,168531,38.7,34894,1.6,50.4
"Guernsey County, Ohio",55756,11.7,5.0,38283,42.7,8494,1.0,50.1
"Hamilton County, Ohio",70816,10.1,5.0,827878,36.9,191180,1.4,51.4
"Hancock County, Ohio",69699,5.9,3.3,74885,39.6,16390,4.7,50.5
"Hardin County, Ohio",58001,11.4,4.1,30527,35.3,7086,1.7,50.4
"Harrison County, Ohio",53851,9.6,4.5,14408,46.1,3027,0.6,50.6
"Henry County, Ohio",79267,5.7,3.6,27581,41.7,6478,5.5,50.0
"Highland County, Ohio",62008,10.5,4.0,43403,40.8,10393,0.3,50.8
"Hocking County, Ohio",61366,11.4,4.9,27938,42.6,6052,0.4,49.8
"Holmes County, Ohio",74774,6.9,2.0,44312,32.5,13513,0.5,49.5
"Huron County, Ohio",65972,8.9,4.1,58412,40.4,13928,4.8,50.3
"Jackson County, Ohio",58409,10.4,4.1,32588,40.2,7650,0.8,50.7
"Jefferson County, Ohio",56983,12.6,5.0,64855,44.2,12603,1.0,50.9
"Knox County, Ohio",73988,7.9,2.5,62888,39.4,14448,0.9,50.7
"Lake County, Ohio",77952,5.2,4.3,232101,44.0,45377,2.6,50.8
"Lawrence County, Ohio",54842,13.7,3.0,57385,41.9,12539,0.7,51.0
"Licking County, Ohio",81033,7.2,3.2,180311,40.2,41460,0.8,50.5
"Logan County, Ohio",69183,8.3,3.6,46140,42.1,10592,1.0,49.7
"Lorain County, Ohio",70693,9.1,4.4,314588,42.1,68391,2.3,50.5
"Lucas County, Ohio",60095,13.1,6.8,428748,38.3,98309,5.7,51.4
"Madison County, Ohio",83229,6.6,4.0,44126,41.5,8866,2.1,45.0
"Mahoning County, Ohio",55576,13.9,6.4,227063,43.4,46153,1.1,51.0
"Marion County, Ohio",57306,10.3,6.0,65145,40.5,13873,1.6,46.3
"Medina County, Ohio",92660,4.0,3.0,183049,43.1,39655,0.8,50.3
"Meigs County, Ohio",46701,13.9,6.1,22072,43.8,4591,0.3,50.1
"Mercer County, Ohio",78036,4.3,1.8,42438,39.1,11101,1.5,49.3
"Miami County, Ohio",74175,5.7,3.6,109549,41.1,25241,1.3,50.3
"Monroe County, Ohio",58962,11.5,6.0,13308,46.0,2734,0.1,48.8
"Montgomery County, Ohio",64403,10.7,5.8,535528,38.8,119111,1.8,51.6
"Morgan County, Ohio",55971,9.8,3.0,13758,44.4,2916,0.8,49.8
"Morrow County, Ohio",71047,7.7,3.0,35214,43.3,7773,0.6,49.5
"Muskingum County, Ohio",59203,12.1,4.6,86382,40.5,19617,0.7,51.3
"Noble County, Ohio",55360,8.5,2.9,14252,51.3,2608,0.9,39.2
"Ottawa County, Ohio",75728,5.0,2.9,40161,50.3,7114,4.0,49.9
"Paulding County, Ohio",68167,6.6,3.9,18800,41.7,4468,4.1,49.7
"Perry County, Ohio",64737,9.9,4.0,35474,41.1,8373,0.7,49.9
"Pickaway County, Ohio",72927,8.7,4.2,59407,39.5,12734,1.0,47.5
"Pike County, Ohio",49552,15.7,5.4,27080,41.1,6398,0.5,50.1
"Portage County, Ohio",72822,7.0,5.3,161421,39.3,29671,0.9,50.7
"Preble County, Ohio",71237,8.7,3.5,40802,43.2,9124,0.6,50.2
"Putnam County, Ohio",82785,5.3,2.1,34352,40.0,8738,5.1,49.7
"Richland County, Ohio",57649,10.1,4.8,125138,40.9,27352,1.3,48.9
"Ross County, Ohio",59819,11.1,4.5,76748,41.0,16288,0.4,47.9
"Sandusky County, Ohio",62500,9.1,3.9,58770,42.5,12808,8.7,50.2
"Scioto County, Ohio",49571,17.6,6.6,73118,40.6,15893,0.8,50.4
"Seneca County, Ohio",65020,8.3,3.9,54861,40.5,11863,4.5,49.6
"Shelby County, Ohio",72822,8.5,4.6,48007,40.1,11842,0.8,49.4
"Stark County, Ohio",65740,8.9,3.9,373764,41.9,80875,0.9,51.1
"Summit County, Ohio",71016,9.0,5.2,538087,41.2,112046,1.1,51.3
"Trumbull County, Ohio",55088,12.6,4.5,201367,43.8,41530,0.7,50.9
"Tuscarawas County, Ohio",64494,9.3,5.3,92585,41.2,21522,1.0,49.8
"Union County, Ohio",109506,3.9,2.4,65293,38.1,15847,1.6,51.6
"Van Wert County, Ohio",65344,7.5,3.7,28824,41.4,6682,3.1,50.2
"Vinton County, Ohio",53813,9.6,3.6,12686,43.5,2759,0.1,49.8
"Warren County, Ohio",107843,4.0,3.1,246364,39.8,59205,1.6,49.4
"Washington County, Ohio",61355,9.7,4.6,59318,44.1,11790,0.5,50.1
"Wayne County, Ohio",71769,5.0,3.3,116618,38.9,28100,1.2,50.1
"Williams County, Ohio",61834,9.4,3.5,36862,41.8,8216,3.3,50.1
"Wood County, Ohio",73124,6.1,4.6,131795,35.7,26882,4.7,50.5
"Wyandot County, Ohio",71878,5.3,2.5,21699,41.6,4913,2.1,50.7
"Adair County, Oklahoma",48028,17.8,7.0,19595,38.1,5172,6.2,49.9
"Alfalfa County, Oklahoma",67870,9.1,4.3,5685,44.4,1087,3.9,36.8
"Atoka County, Oklahoma",52034,12.9,4.5,14255,40.2,3078,3.4,44.7
"Beaver County, Oklahoma",64266,5.5,1.9,5041,41.1,1275,25.5,50.4
"Beckham County, Oklahoma",52323,14.2,5.8,22202,37.1,5253,10.6,43.6
"Blaine County, Oklahoma",59304,12.0,7.5,8603,41.6,2091,9.2,47.3
"Bryan County, Oklahoma",54280,12.5,4.8,47237,36.8,11126,6.2,51.1
"Caddo County, Oklahoma",52817,14.2,5.4,26626,37.8,6169,13.0,43.6
"Canadian County, Oklahoma",85427,5.8,4.0,162621,36.1,42105,8.9,50.3
"Carter County, Oklahoma",58856,11.9,3.9,48255,38.3,12119,6.5,51.2
"Cherokee County, Oklahoma",53668,13.6,5.1,47621,37.3,10095,6.0,51.1
"Choctaw County, Oklahoma",45456,16.7,4.2,14299,42.1,3527,4.1,51.7
"Cimarron County, Oklahoma",57204,8.3,0.3,2247,38.3,553,22.1,49.6
"Cleveland County, Oklahoma",74446,7.7,4.8,297545,35.1,61779,7.7,50.1
"Coal County, Oklahoma",48162,15.2,6.2,5275,40.3,1268,3.6,49.2
"Comanche County, Oklahoma",59000,13.6,6.9,121699,33.7,29083,8.9,48.3
"Cotton County, Oklahoma",60313,18.1,2.2,5475,43.2,1242,5.0,51.9
"Craig County, Oklahoma",50182,14.4,4.7,14215,40.8,3203,3.2,48.5
"Creek County, Oklahoma",61849,11.3,3.6,72353,40.6,16936,4.1,50.4
"Custer County, Oklahoma",57562,10.0,3.5,28332,32.8,7094,17.7,50.7
"Delaware County, Oklahoma",55114,13.7,4.8,41017,47.0,8170,3.3,50.5
"Dewey County, Oklahoma",60550,10.2,4.5,4433,38.0,1221,4.3,50.3
"Ellis County, Oklahoma",56992,12.2,6.5,3717,43.4,840,5.5,51.0
"Garfield County, Oklahoma",67302,10.0,4.2,62322,35.7,16216,12.9,49.8
"Garvin County, Oklahoma",57127,11.5,2.8,25779,38.8,6451,8.7,50.3
"Grady County, Oklahoma",75730,8.5,5.2,55868,39.9,13106,4.9,49.8
"Grant County, Oklahoma",61824,9.6,4.0,4137,42.9,966,4.2,49.5
"Greer County, Oklahoma",60183,10.1,4.7,5498,40.6,1117,10.7,43.2
"Harmon County, Oklahoma",54286,13.7,9.7,2452,40.3,574,24.3,49.6
"Harper County, Oklahoma",59191,10.8,2.2,3231,41.3,778,20.7,50.5
"Haskell County, Oklahoma",49930,15.6,5.9,11667,41.4,2747,4.3,50.4
"Hughes County, Oklahoma",47923,13.1,5.5,13411,39.2,2900,5.5,44.7
"Jackson County, Oklahoma",61497,11.5,5.2,24730,35.0,6204,19.8,49.6
"Jefferson County, Oklahoma",48750,17.5,4.1,5377,41.2,1347,9.3,50.7
"Johnston County, Oklahoma",50911,16.5,5.1,10334,39.5,2442,5.0,49.4
"Kay County, Oklahoma",56673,11.9,6.0,43731,38.3,10901,7.2,50.0
"Kingfisher County, Oklahoma",70617,9.0,1.9,15288,38.5,4092,16.2,50.2
"Kiowa County, Oklahoma",42063,22.7,4.3,8458,42.0,2074,9.5,52.0
"Latimer County, Oklahoma",41048,16.6,7.3,9495,41.5,2092,3.1,49.3
"Le Flore County, Oklahoma",50027,15.5,5.2,48728,38.8,11871,6.8,49.6
"Lincoln County, Oklahoma",59425,12.8,3.6,33917,41.3,7982,3.0,49.9
"Logan County, Oklahoma",82735,9.4,3.3,50905,40.2,11370,5.9,50.0
"Love County, Oklahoma",62940,10.5,4.7,10196,38.6,2476,14.5,49.8
"McClain County, Oklahoma",84778,6.3,4.7,43779,38.9,11084,7.5,50.1
"McCurtain County, Oklahoma",50175,17.1,4.2,30825,37.9,8059,5.6,50.6
"McIntosh County, Oklahoma",46203,15.4,4.2,19237,47.3,3828,2.5,50.7
"Major County, Oklahoma",69229,7.0,1.9,7656,42.0,1954,9.5,50.0
"Marshall County, Oklahoma",56495,12.7,5.4,15628,42.0,3616,16.1,49.1
"Mayes County, Oklahoma",57279,14.0,6.6,39406,40.5,9230,3.1,49.8
"Murray County, Oklahoma",61904,11.0,2.1,13807,41.5,3144,5.5,48.9
"Muskogee County, Oklahoma",51999,14.7,5.9,66471,38.2,16247,5.5,50.9
"Noble County, Oklahoma",70071,6.1,2.3,10909,41.7,2522,4.2,50.4
"Nowata County, Oklahoma",52679,12.1,5.1,9392,41.6,2156,2.1,50.7
"Okfuskee County, Oklahoma",45441,22.6,3.1,11304,40.3,2545,2.5,45.7
"Oklahoma County, Oklahoma",65374,11.6,4.8,800487,35.1,204256,15.5,50.9
"Okmulgee County, Oklahoma",53123,13.5,7.2,36922,39.4,8737,4.4,50.3
"Osage County, Oklahoma",60482,9.1,5.4,45963,43.3,9769,3.1,49.5
"Ottawa County, Oklahoma",48656,16.1,3.5,30360,37.3,7674,5.0,50.7
"Pawnee County, Oklahoma",57551,12.5,3.6,15689,41.7,3671,2.7,49.7
"Payne County, Oklahoma",48937,12.1,4.5,82290,27.7,15336,4.4,48.9
"Pittsburg County, Oklahoma",54787,13.8,5.8,43629,40.3,9974,4.5,49.1
"Pontotoc County, Oklahoma",62564,9.3,3.5,38158,37.5,9511,5.5,51.1
"Pottawatomie County, Oklahoma",60828,11.7,5.4,73011,38.0,17003,4.9,51.9
"Pushmataha County, Oklahoma",44634,19.1,6.2,10787,43.8,2329,2.0,51.0
"Roger Mills County, Oklahoma",62721,11.4,3.3,3378,42.0,827,7.9,49.7
"Rogers County, Oklahoma",77688,7.2,4.7,97235,39.3,22566,4.5,49.9
"Seminole County, Oklahoma",46191,20.4,7.1,23550,39.2,5737,4.6,50.8
"Sequoyah County, Oklahoma",49795,15.3,4.8,39676,40.6,9482,4.1,50.4
"Stephens County, Oklahoma",60236,11.4,5.3,43314,40.9,9976,6.8,51.1
"Texas County, Oklahoma",59275,12.7,2.5,20880,33.4,6085,40.5,47.6
"Tillman County, Oklahoma",47445,14.6,5.9,6967,39.6,1682,25.1,51.0
"Tulsa County, Oklahoma",67317,10.8,5.4,673708,36.0,169924,11.2,50.9
"Wagoner County, Oklahoma",78520,6.2,4.8,84339,38.8,20094,6.2,50.2
"Washington County, Oklahoma",61205,11.1,3.9,52895,39.4,12697,5.0,50.7
"Washita County, Oklahoma",61980,8.2,6.1,10857,40.7,2615,8.0,50.0
"Woods County, Oklahoma",50512,8.3,6.8,8619,33.9,1795,6.2,46.8
"Woodward County, Oklahoma",65060,11.6,4.8,20260,36.5,5066,12.0,48.1
"Baker County, Oregon",57844,9.4,4.6,16796,47.6,3399,4.3,47.6
"Benton County, Oregon",76011,7.8,6.7,96359,33.8,15175,6.5,49.8
"Clackamas County, Oregon",100360,5.0,4.6,422308,42.1,89014,7.2,50.4
"Clatsop County, Oregon",68705,5.0,4.4,41343,45.2,7521,5.7,50.1
"Columbia County, Oregon",86359,5.3,4.4,53178,43.2,10878,4.9,49.2
"Coos County, Oregon",60313,10.3,5.5,64832,48.6,11599,4.8,50.6
"Crook County, Oregon",81675,6.2,5.3,25651,47.7,5009,6.0,50.3
"Curry County, Oregon",64769,8.6,5.3,23463,57.2,3342,6.9,51.1
"Deschutes County, Oregon",87640,5.7,4.7,203026,42.6,39276,6.7,50.2
"Douglas County, Oregon",58983,9.6,5.9,111807,46.6,21415,4.4,50.2
"Gilliam County, Oregon",64219,3.3,1.7,2002,50.3,380,6.6,46.6
"Grant County, Oregon",59800,8.5,6.2,7238,50.8,1240,2.1,49.2
"Harney County, Oregon",48338,4.7,4.4,7515,45.8,1377,3.9,49.4
"Hood River County, Oregon",82095,2.9,3.5,23958,40.2,5312,29.0,50.1
"Jackson County, Oregon",71443,7.4,5.4,222563,42.7,45454,11.8,50.9
"Jefferson County, Oregon",73051,12.0,7.7,24973,41.3,5705,18.7,49.2
"Josephine County, Oregon",59097,10.8,7.8,88069,47.5,16988,6.1,51.3
"Klamath County, Oregon",59353,12.0,7.9,69812,41.3,15147,11.4,49.7
"Lake County, Oregon",61222,8.6,4.4,8254,45.9,1558,9.9,46.0
"Lane County, Oregon",69311,7.9,6.8,382628,40.2,68035,7.3,50.6
"Lincoln County, Oregon",61314,11.0,7.9,50632,52.5,8093,8.8,51.8
"Linn County, Oregon",73396,7.6,5.9,129794,40.2,28795,8.4,50.1
"Malheur County, Oregon",49902,15.4,5.0,31701,36.2,7982,31.3,45.2
"Marion County, Oregon",74624,9.3,5.2,346532,37.2,82870,24.6,49.9
"Morrow County, Oregon",70217,10.7,3.0,12249,36.2,3399,37.3,49.0
"Multnomah County, Oregon",86247,7.3,5.4,803863,38.5,144089,9.4,50.2
"Polk County, Oregon",81318,8.5,5.2,88553,37.6,19562,12.7,50.8
"Sherman County, Oregon",59500,15.5,0.8,1908,45.8,359,3.7,49.7
"Tillamook County, Oregon",66551,8.4,5.0,27471,48.9,4970,10.1,49.4
"Umatilla County, Oregon",68958,9.3,5.4,80087,36.7,19896,24.6,47.6
"Union County, Oregon",64212,8.8,5.6,26192,40.1,5795,4.0,50.5
"Wallowa County, Oregon",65559,2.6,5.2,7532,50.2,1510,3.6,50.9
"Wasco County, Oregon",63602,6.1,7.8,26603,40.5,5753,17.1,49.2
"Washington County, Oregon",104434,5.0,4.5,600266,37.8,132026,14.1,50.1
"Wheeler County, Oregon",51250,6.6,3.3,1434,57.3,217,4.1,52.6
"Yamhill County, Oregon",87084,7.6,4.5,108122,39.5,23154,14.2,49.4
"Adams County, Pennsylvania",81071,5.4,3.1,105183,43.8,20759,4.2,50.3
"Allegheny County, Pennsylvania",76393,7.1,4.9,1240476,40.6,232290,0.9,51.2
"Armstrong County, Pennsylvania",64295,7.1,4.6,65069,47.2,12385,0.3,49.8
"Beaver County, Pennsylvania",70156,6.9,5.1,166993,44.7,32535,0.7,50.9
"Bedford County, Pennsylvania",60302,7.4,4.2,47503,47.5,9258,0.6,50.1
"Berks County, Pennsylvania",77684,8.3,5.3,429989,39.9,95121,3.6,50.4
"Blair County, Pennsylvania",60594,8.5,4.4,121854,42.9,24690,0.2,50.6
"Bradford County, Pennsylvania",62482,9.5,5.5,59971,43.7,13290,0.6,50.0
"Bucks County, Pennsylvania",111951,4.1,4.6,645993,44.1,129878,1.6,50.6
"Butler County, Pennsylvania",86775,5.0,4.3,195870,43.3,38155,0.7,50.1
"Cambria County, Pennsylvania",56292,8.9,4.7,132355,45.7,25484,0.6,50.2
"Cameron County, Pennsylvania",47681,13.0,9.3,4475,52.5,728,0.9,50.5
"Carbon County, Pennsylvania",67877,8.4,7.1,65191,46.3,12454,0.7,49.8
"Centre County, Pennsylvania",72748,5.7,4.0,158041,33.8,23339,0.9,47.4
"Chester County, Pennsylvania",123041,3.7,3.8,540896,40.7,120700,3.6,50.4
"Clarion County, Pennsylvania",60668,7.0,5.1,37297,41.6,7064,0.4,50.6
"Clearfield County, Pennsylvania",60181,10.3,5.8,78902,45.6,14518,0.6,47.5
"Clinton County, Pennsylvania",58842,9.7,5.7,37707,39.8,7619,0.6,49.9
"Columbia County, Pennsylvania",61992,9.6,5.5,65055,41.4,11493,2.0,51.6
"Crawford County, Pennsylvania",60254,9.0,4.9,83189,43.9,17162,0.6,50.8
"Cumberland County, Pennsylvania",85634,5.1,3.4,264422,40.3,54128,1.1,50.2
"Dauphin County, Pennsylvania",74159,9.2,4.3,287484,39.4,64533,1.8,51.2
"Delaware County, Pennsylvania",88576,7.4,6.9,576195,39.0,127359,1.1,51.6
"Elk County, Pennsylvania",64103,4.8,6.2,30703,48.5,5828,0.3,49.1
"Erie County, Pennsylvania",61476,10.7,5.5,269544,40.1,56338,0.9,50.3
"Fayette County, Pennsylvania",56093,12.3,6.7,126967,45.4,24555,0.5,49.9
"Forest County, Pennsylvania",50061,12.6,3.1,6785,48.6,247,1.0,29.0
"Franklin County, Pennsylvania",74946,4.9,3.6,156626,42.2,34639,2.5,50.5
"Fulton County, Pennsylvania",64798,8.9,3.0,14545,45.9,2882,0.5,48.6
"Greene County, Pennsylvania",66870,10.1,6.1,35265,43.0,6740,0.3,47.6
"Huntingdon County, Pennsylvania",65429,8.5,5.2,43844,43.5,7839,0.4,46.8
"Indiana County, Pennsylvania",58739,7.4,6.6,83213,39.5,15044,0.6,50.2
"Jefferson County, Pennsylvania",56898,11.3,4.7,44099,43.7,9447,0.4,49.9
"Juniata County, Pennsylvania",63923,7.0,2.5,23419,43.1,5214,0.1,49.9
"Lackawanna County, Pennsylvania",64691,10.7,4.7,215834,41.9,44299,1.2,50.9
"Lancaster County, Pennsylvania",83703,5.6,3.3,555151,39.1,129093,1.1,50.8
"Lawrence County, Pennsylvania",60779,7.4,6.2,85423,44.9,17157,0.5,51.3
"Lebanon County, Pennsylvania",76350,7.6,4.1,143592,41.3,32573,1.0,50.6
"Lehigh County, Pennsylvania",77493,8.2,5.5,375408,39.3,84544,1.6,50.8
"Luzerne County, Pennsylvania",62321,11.3,5.7,325978,42.1,66051,2.6,50.2
"Lycoming County, Pennsylvania",64412,8.4,5.4,113570,41.3,23423,0.9,50.8
"McKean County, Pennsylvania",61705,10.1,4.8,40149,43.8,7858,0.4,48.3
"Mercer County, Pennsylvania",60614,9.5,5.3,109852,45.2,20941,0.4,50.4
"Mifflin County, Pennsylvania",61415,11.3,3.3,46074,43.1,10465,0.6,50.9
"Monroe County, Pennsylvania",82374,8.7,6.4,167784,43.9,32451,1.3,49.9
"Montgomery County, Pennsylvania",111521,4.2,4.4,861225,41.1,184976,2.1,51.0
"Montour County, Pennsylvania",72926,5.6,2.6,18079,43.0,3662,0.6,51.0
"Northampton County, Pennsylvania",86687,5.9,4.8,315927,42.0,61502,1.3,50.5
"Northumberland County, Pennsylvania",57948,8.6,3.9,90925,44.4,17994,0.7,49.1
"Perry County, Pennsylvania",78824,6.3,3.2,45988,43.8,9686,0.3,49.4
"Philadelphia County, Pennsylvania",60698,17.5,8.4,1582432,35.1,338722,1.4,52.6
"Pike County, Pennsylvania",79318,6.3,7.3,59691,49.4,10325,0.8,49.1
"Potter County, Pennsylvania",59840,7.5,4.5,16276,48.2,3294,0.4,49.9
"Schuylkill County, Pennsylvania",66901,8.0,5.2,143259,43.9,28528,1.3,48.4
"Snyder County, Pennsylvania",68435,5.2,2.3,39711,40.5,8194,0.5,49.9
"Somerset County, Pennsylvania",59378,7.3,5.3,73255,47.0,13353,0.7,47.6
"Sullivan County, Pennsylvania",64758,6.6,6.4,5849,56.1,595,0.9,47.8
